order_id,customer_id,order_date,product_id,quantity,status,payment_method,total_amount
ORD-00002120,CUST-000960,2026-02-06,PROD-00007,5,pending,PayPal,1624.28
ORD-00002121,CUST-000606,2025-11-10,PROD-00056,1,pending,Debit Card,1661.89
ORD-00002122,CUST-000445,2025-11-03,PROD-00110,1,completed,Debit Card,788.46
ORD-00002123,CUST-000739,2025-06-06,PROD-00174,3,cancelled,PayPal,859.19
ORD-00002124,CUST-000737,2025-06-06,PROD-00146,5,pending,Credit Card,1921.4
ORD-00002125,CUST-000479,2026-01-01,PROD-00191,2,completed,Credit Card,575.79
ORD-00002126,CUST-000699,2025-05-28,PROD-00071,1,completed,Debit Card,605.73
ORD-00002127,CUST-000585,2025-11-27,PROD-00102,1,cancelled,PayPal,736.16
ORD-00002128,CUST-000676,2025-07-16,PROD-00065,5,completed,Credit Card,627.65
ORD-00002129,CUST-000677,2026-01-12,PROD-00083,3,completed,PayPal,936.19
ORD-00002130,CUST-000451,2025-05-06,PROD-00003,4,completed,PayPal,970.81
ORD-00002131,CUST-000865,2025-03-25,PROD-00143,2,pending,Credit Card,1167.55
ORD-00002132,CUST-000082,2025-12-28,PROD-00071,5,cancelled,PayPal,1907.52
ORD-00002133,CUST-000452,2025-05-06,PROD-00047,3,pending,PayPal,1740.73
ORD-00002134,CUST-000131,2025-08-30,PROD-00059,2,completed,Debit Card,1318.84
ORD-00002135,CUST-000239,2025-03-07,PROD-00030,1,completed,Debit Card,1023.3
ORD-00002136,CUST-000451,2025-08-16,PROD-00149,3,completed,Debit Card,1440.37
ORD-00002137,CUST-000063,2025-04-03,PROD-00183,3,pending,Credit Card,1363.21
ORD-00002138,CUST-000879,2025-03-07,PROD-00091,5,cancelled,Credit Card,1209.15
ORD-00002139,CUST-000359,2025-07-14,PROD-00028,1,cancelled,PayPal,244.1
ORD-00002140,CUST-000080,2025-03-24,PROD-00061,2,pending,Debit Card,755.29
ORD-00002141,CUST-000843,2025-11-02,PROD-00175,4,completed,Debit Card,864.42
ORD-00002142,CUST-000290,2025-03-18,PROD-00037,1,pending,Debit Card,1580.57
ORD-00002143,CUST-000344,2025-07-31,PROD-00105,3,pending,PayPal,1251.39
ORD-00002144,CUST-000165,2025-07-07,PROD-00095,1,pending,Credit Card,1825.51
ORD-00002145,CUST-000027,2025-11-19,PROD-00028,5,completed,PayPal,1031.38
ORD-00002146,CUST-000800,2025-08-02,PROD-00190,5,cancelled,Debit Card,701.22
ORD-00002147,CUST-000221,2025-11-30,PROD-00097,5,completed,Debit Card,1457.99
ORD-00002148,CUST-000391,2025-10-22,PROD-00196,1,completed,Credit Card,1139.5
ORD-00002149,CUST-000589,2025-08-25,PROD-00162,5,cancelled,PayPal,1087.16
ORD-00002150,CUST-000125,2026-02-13,PROD-00136,1,cancelled,PayPal,1325.21
ORD-00002151,CUST-000533,2025-11-30,PROD-00113,3,pending,Credit Card,1675.3
ORD-00002152,CUST-000301,2025-11-14,PROD-00063,3,completed,PayPal,477.16
ORD-00002153,CUST-000323,2025-03-10,PROD-00192,1,cancelled,Credit Card,901.11
ORD-00002154,CUST-000981,2025-02-27,PROD-00105,3,completed,PayPal,1129.71
ORD-00002155,CUST-000079,2025-04-18,PROD-00093,4,cancelled,Credit Card,908.96
ORD-00002156,CUST-000429,2026-01-02,PROD-00059,5,completed,Debit Card,504.99
ORD-00002157,CUST-000932,2025-05-24,PROD-00105,5,cancelled,Credit Card,1218.98
ORD-00002158,CUST-000815,2025-04-27,PROD-00074,3,pending,Credit Card,181.38
ORD-00002159,CUST-000432,2025-08-10,PROD-00130,2,cancelled,PayPal,1272.61
ORD-00002160,CUST-000792,2026-01-17,PROD-00051,2,pending,Credit Card,350.21
ORD-00002161,CUST-000429,2025-03-14,PROD-00068,5,cancelled,PayPal,1490.85
ORD-00002162,CUST-000130,2025-07-11,PROD-00009,4,completed,Debit Card,350.53
ORD-00002163,CUST-000075,2026-02-03,PROD-00034,5,cancelled,PayPal,1810.44
ORD-00002164,CUST-000363,2025-08-26,PROD-00033,4,cancelled,Debit Card,498.04
ORD-00002165,CUST-000301,2025-05-15,PROD-00031,3,pending,Debit Card,1225.34
ORD-00002166,CUST-000111,2025-10-09,PROD-00185,1,completed,Debit Card,1843.03
ORD-00002167,CUST-000973,2025-06-24,PROD-00115,4,cancelled,PayPal,1486.58
ORD-00002168,CUST-000447,2025-11-12,PROD-00075,4,cancelled,Credit Card,1472.22
ORD-00002169,CUST-000742,2025-03-03,PROD-00197,5,cancelled,Credit Card,321.47
ORD-00002170,CUST-000008,2025-08-02,PROD-00152,5,pending,Debit Card,1305.82
ORD-00002171,CUST-000389,2025-12-27,PROD-00083,4,completed,Debit Card,1450.62
ORD-00002172,CUST-000287,2025-09-30,PROD-00198,1,completed,PayPal,996.72
ORD-00002173,CUST-000050,2025-06-07,PROD-00145,5,cancelled,Debit Card,1026.29
ORD-00002174,CUST-000951,2025-04-21,PROD-00110,3,pending,PayPal,650.79
ORD-00002175,CUST-000183,2025-09-10,PROD-00037,1,cancelled,Debit Card,437.15
ORD-00002176,CUST-000532,2025-06-18,PROD-00072,5,cancelled,PayPal,216.94
ORD-00002177,CUST-000292,2025-04-03,PROD-00043,1,pending,PayPal,983.54
ORD-00002178,CUST-000230,2025-03-17,PROD-00044,3,pending,Debit Card,1511.87
ORD-00002179,CUST-000947,2025-08-30,PROD-00060,3,completed,Credit Card,429.55
ORD-00002180,CUST-000859,2025-02-28,PROD-00131,2,completed,Debit Card,1807.03
ORD-00002181,CUST-000983,2025-11-12,PROD-00139,5,completed,Credit Card,986.96
ORD-00002182,CUST-000843,2025-11-14,PROD-00007,3,completed,PayPal,1884.78
ORD-00002183,CUST-000585,2025-06-19,PROD-00110,4,cancelled,Credit Card,1665.45
ORD-00002184,CUST-000303,2025-03-08,PROD-00029,1,pending,PayPal,996.65
ORD-00002185,CUST-000089,2026-01-17,PROD-00036,3,cancelled,Debit Card,250.6
ORD-00002186,CUST-000363,2025-10-30,PROD-00021,2,cancelled,Credit Card,667.69
ORD-00002187,CUST-000520,2025-02-24,PROD-00086,3,pending,Debit Card,1476.33
ORD-00002188,CUST-000689,2025-02-23,PROD-00199,1,cancelled,Debit Card,643.32
ORD-00002189,CUST-000947,2025-03-15,PROD-00010,4,completed,Debit Card,1592.51
ORD-00002190,CUST-000326,2025-07-13,PROD-00049,5,cancelled,Debit Card,90.56
ORD-00002191,CUST-000650,2025-09-17,PROD-00161,1,completed,Credit Card,1180.96
ORD-00002192,CUST-000894,2026-01-01,PROD-00057,2,pending,PayPal,319.84
ORD-00002193,CUST-000834,2025-11-27,PROD-00048,4,pending,Credit Card,413.17
ORD-00002194,CUST-000897,2025-03-06,PROD-00023,5,cancelled,Debit Card,444.09
ORD-00002195,CUST-000445,2025-09-09,PROD-00018,4,cancelled,Debit Card,432.92
ORD-00002196,CUST-000183,2025-03-01,PROD-00010,4,cancelled,PayPal,1234.49
ORD-00002197,CUST-000647,2025-12-20,PROD-00150,2,cancelled,PayPal,978.78
ORD-00002198,CUST-000673,2025-08-15,PROD-00047,3,completed,PayPal,1342.59
ORD-00002199,CUST-000502,2025-09-19,PROD-00162,4,cancelled,PayPal,1095.96
ORD-00002200,CUST-000303,2025-07-13,PROD-00025,2,completed,PayPal,850.8
ORD-00002201,CUST-000458,2025-10-30,PROD-00084,2,cancelled,PayPal,249.32
ORD-00002202,CUST-000476,2025-07-13,PROD-00082,1,pending,Debit Card,808.22
ORD-00002203,CUST-000132,2026-01-21,PROD-00199,4,pending,Debit Card,835.77
ORD-00002204,CUST-000241,2025-05-19,PROD-00008,3,pending,Debit Card,445.91
ORD-00002205,CUST-000872,2025-08-20,PROD-00105,1,cancelled,PayPal,537.98
ORD-00002206,CUST-000326,2025-05-24,PROD-00106,4,pending,PayPal,809.39
ORD-00002207,CUST-000935,2026-02-15,PROD-00014,3,pending,Debit Card,453.52
ORD-00002208,CUST-000652,2025-10-13,PROD-00012,3,pending,PayPal,458.19
ORD-00002209,CUST-000897,2025-08-16,PROD-00043,5,completed,Debit Card,238.42
ORD-00002210,CUST-000992,2026-01-16,PROD-00158,5,pending,Credit Card,1217.82
ORD-00002211,CUST-000021,2025-08-07,PROD-00185,1,pending,Credit Card,1565.26
ORD-00002212,CUST-000342,2026-01-09,PROD-00091,5,completed,Debit Card,117.45
ORD-00002213,CUST-000216,2025-05-14,PROD-00093,5,completed,Credit Card,1679.54
ORD-00002214,CUST-000406,2025-06-06,PROD-00184,2,pending,Credit Card,1823.09
ORD-00002215,CUST-000340,2025-11-16,PROD-00106,2,cancelled,Debit Card,512.43
ORD-00002216,CUST-000014,2026-02-09,PROD-00010,1,cancelled,Credit Card,1012.97
ORD-00002217,CUST-000811,2025-07-14,PROD-00125,1,completed,PayPal,616.9
ORD-00002218,CUST-000236,2025-05-27,PROD-00162,2,completed,PayPal,1504.83
ORD-00002219,CUST-000833,2025-04-21,PROD-00097,4,completed,Debit Card,1755.71
ORD-00002220,CUST-000883,2025-11-19,PROD-00022,1,completed,Debit Card,1449.78
ORD-00002221,CUST-000781,2025-07-30,PROD-00188,4,completed,Credit Card,1490.45
ORD-00002222,CUST-000555,2025-06-11,PROD-00155,2,completed,Debit Card,1184.63
ORD-00002223,CUST-000401,2025-03-09,PROD-00050,5,pending,PayPal,861.8
ORD-00002224,CUST-000762,2025-07-22,PROD-00006,3,pending,PayPal,421.28
ORD-00002225,CUST-000271,2026-01-10,PROD-00168,5,pending,PayPal,596.65
ORD-00002226,CUST-000096,2025-12-30,PROD-00057,4,cancelled,PayPal,977.03
ORD-00002227,CUST-000930,2026-02-18,PROD-00180,5,cancelled,Credit Card,777.17
ORD-00002228,CUST-000509,2025-04-08,PROD-00187,4,pending,Debit Card,1434.87
ORD-00002229,CUST-000464,2025-10-09,PROD-00058,5,completed,PayPal,1546.99
ORD-00002230,CUST-000458,2025-05-09,PROD-00095,4,cancelled,Credit Card,1292.78
ORD-00002231,CUST-000341,2025-07-20,PROD-00037,1,completed,Debit Card,355.13
ORD-00002232,CUST-000886,2026-01-11,PROD-00126,5,completed,Credit Card,299.83
ORD-00002233,CUST-000632,2025-08-09,PROD-00122,5,cancelled,Debit Card,1525.95
ORD-00002234,CUST-000061,2025-08-06,PROD-00197,4,pending,PayPal,636.68
ORD-00002235,CUST-000346,2026-02-05,PROD-00039,1,pending,Debit Card,1139.32
ORD-00002236,CUST-000417,2025-08-10,PROD-00002,3,cancelled,Credit Card,1514.98
ORD-00002237,CUST-000814,2025-06-25,PROD-00126,5,pending,PayPal,1919.76
ORD-00002238,CUST-000242,2025-10-23,PROD-00083,4,cancelled,PayPal,1038.57
ORD-00002239,CUST-000880,2025-04-11,PROD-00190,1,completed,PayPal,1404.53
ORD-00002240,CUST-000385,2025-09-03,PROD-00033,1,completed,Debit Card,1501.33
ORD-00002241,CUST-000171,2025-05-23,PROD-00051,4,completed,Credit Card,1773.3
ORD-00002242,CUST-000508,2025-11-09,PROD-00044,5,pending,Credit Card,1503.01
ORD-00002243,CUST-000561,2025-09-18,PROD-00108,4,completed,PayPal,252.81
ORD-00002244,CUST-000302,2026-02-03,PROD-00185,3,cancelled,PayPal,1237.9
ORD-00002245,CUST-000381,2025-11-15,PROD-00145,2,completed,PayPal,1056.04
ORD-00002246,CUST-000210,2025-12-05,PROD-00158,3,cancelled,Debit Card,517.45
ORD-00002247,CUST-000474,2025-07-05,PROD-00054,3,cancelled,Debit Card,1992.45
ORD-00002248,CUST-000951,2025-08-10,PROD-00035,2,cancelled,Debit Card,1662.23
ORD-00002249,CUST-000011,2026-01-03,PROD-00082,4,completed,Credit Card,951.58
ORD-00002250,CUST-000006,2025-12-08,PROD-00080,2,completed,Debit Card,205.82
ORD-00002251,CUST-000470,2025-07-09,PROD-00085,1,completed,Debit Card,948.01
ORD-00002252,CUST-000161,2025-06-14,PROD-00018,3,cancelled,Debit Card,1769.02
ORD-00002253,CUST-000354,2025-07-15,PROD-00161,1,completed,PayPal,582.69
ORD-00002254,CUST-000934,2025-08-13,PROD-00110,5,cancelled,PayPal,747.2
ORD-00002255,CUST-000786,2025-09-08,PROD-00104,3,cancelled,Debit Card,1290.37
ORD-00002256,CUST-000208,2025-08-06,PROD-00020,5,completed,Credit Card,1466.7
ORD-00002257,CUST-000287,2026-01-19,PROD-00046,3,cancelled,Credit Card,270.87
ORD-00002258,CUST-000535,2026-02-06,PROD-00151,4,pending,Debit Card,1548.52
ORD-00002259,CUST-000607,2026-01-06,PROD-00155,3,cancelled,Debit Card,1343.62
ORD-00002260,CUST-000485,2025-07-22,PROD-00054,2,completed,Credit Card,1978.39
ORD-00002261,CUST-000094,2025-05-05,PROD-00158,2,completed,Credit Card,961.42
ORD-00002262,CUST-000001,2025-06-25,PROD-00083,1,completed,Credit Card,1033.18
ORD-00002263,CUST-000451,2026-01-13,PROD-00109,4,pending,PayPal,1010.74
ORD-00002264,CUST-000121,2025-10-21,PROD-00062,5,pending,PayPal,1552.36
ORD-00002265,CUST-000724,2026-01-30,PROD-00122,3,pending,Debit Card,647.6
ORD-00002266,CUST-000081,2025-07-30,PROD-00155,2,completed,Debit Card,1670.54
ORD-00002267,CUST-000729,2026-02-02,PROD-00037,4,cancelled,PayPal,990.39
ORD-00002268,CUST-000808,2025-03-02,PROD-00065,1,cancelled,PayPal,1311.14
ORD-00002269,CUST-000183,2025-05-08,PROD-00007,3,pending,Debit Card,705.06
ORD-00002270,CUST-000435,2025-09-17,PROD-00055,5,cancelled,Credit Card,777.27
ORD-00002271,CUST-000184,2025-04-26,PROD-00192,1,completed,PayPal,734.76
ORD-00002272,CUST-000200,2026-02-17,PROD-00002,5,pending,PayPal,206.33
ORD-00002273,CUST-000378,2025-10-29,PROD-00065,5,completed,Debit Card,560.6
ORD-00002274,CUST-000663,2025-11-30,PROD-00071,4,pending,Credit Card,1991.56
ORD-00002275,CUST-000722,2025-10-14,PROD-00065,3,cancelled,Credit Card,1942.86
ORD-00002276,CUST-000844,2025-09-20,PROD-00008,4,cancelled,Debit Card,919.87
ORD-00002277,CUST-000178,2025-12-12,PROD-00122,5,completed,Credit Card,751.68
ORD-00002278,CUST-000628,2025-04-18,PROD-00183,2,cancelled,Debit Card,370.28
ORD-00002279,CUST-000872,2025-06-17,PROD-00034,1,pending,Credit Card,130.98
ORD-00002280,CUST-000653,2025-05-22,PROD-00182,1,pending,Credit Card,1718.62
ORD-00002281,CUST-000285,2025-11-19,PROD-00050,5,cancelled,Credit Card,678.68
ORD-00002282,CUST-000689,2025-11-28,PROD-00082,2,cancelled,Debit Card,1889.72
ORD-00002283,CUST-000529,2025-08-19,PROD-00004,4,pending,Debit Card,1345.89
ORD-00002284,CUST-000067,2025-10-03,PROD-00050,5,completed,Debit Card,547.94
ORD-00002285,CUST-000177,2025-11-28,PROD-00114,1,pending,Debit Card,413.39
ORD-00002286,CUST-000518,2025-09-04,PROD-00105,2,cancelled,Debit Card,1687.41
ORD-00002287,CUST-000964,2025-10-09,PROD-00001,3,pending,Debit Card,714.36
ORD-00002288,CUST-000350,2025-03-06,PROD-00120,5,cancelled,Credit Card,1141.05
ORD-00002289,CUST-000475,2025-03-29,PROD-00023,1,completed,Credit Card,1464.51
ORD-00002290,CUST-000191,2025-03-17,PROD-00082,5,cancelled,Credit Card,1538.11
ORD-00002291,CUST-000808,2025-03-01,PROD-00003,2,cancelled,PayPal,931.49
ORD-00002292,CUST-000899,2026-01-24,PROD-00186,2,pending,Debit Card,1291.79
ORD-00002293,CUST-000924,2026-01-06,PROD-00049,2,pending,Credit Card,771.03
ORD-00002294,CUST-000294,2025-06-23,PROD-00046,3,completed,Debit Card,644.77
ORD-00002295,CUST-000232,2025-03-26,PROD-00049,3,completed,Credit Card,1958.97
ORD-00002296,CUST-000266,2026-01-28,PROD-00179,4,pending,Credit Card,989.97
ORD-00002297,CUST-000593,2025-07-02,PROD-00094,3,cancelled,Debit Card,910.35
ORD-00002298,CUST-000647,2025-11-21,PROD-00176,2,completed,Debit Card,783.65
ORD-00002299,CUST-000551,2026-02-07,PROD-00146,2,cancelled,PayPal,706.9
ORD-00002300,CUST-000831,2025-06-14,PROD-00175,3,completed,PayPal,1405.31
ORD-00002301,CUST-000516,2025-03-18,PROD-00142,3,completed,Debit Card,1551.35
ORD-00002302,CUST-000265,2025-10-08,PROD-00056,4,pending,Credit Card,1845.4
ORD-00002303,CUST-000530,2025-06-17,PROD-00169,2,pending,Credit Card,945.15
ORD-00002304,CUST-000331,2026-01-19,PROD-00096,5,pending,Debit Card,1185.01
ORD-00002305,CUST-000035,2025-08-04,PROD-00083,1,cancelled,PayPal,1741.27
ORD-00002306,CUST-000009,2025-06-25,PROD-00041,4,pending,PayPal,686.61
ORD-00002307,CUST-000925,2025-04-27,PROD-00026,2,pending,PayPal,342.24
ORD-00002308,CUST-000560,2025-06-12,PROD-00048,1,pending,Debit Card,923.76
ORD-00002309,CUST-000590,2025-12-12,PROD-00178,4,cancelled,PayPal,957.67
ORD-00002310,CUST-000250,2025-04-21,PROD-00065,3,cancelled,PayPal,975.46
ORD-00002311,CUST-000411,2026-01-10,PROD-00077,1,completed,Debit Card,233.55
ORD-00002312,CUST-000437,2025-04-22,PROD-00199,3,cancelled,PayPal,1194.29
ORD-00002313,CUST-000168,2025-04-06,PROD-00132,2,pending,Debit Card,1931.17
ORD-00002314,CUST-000966,2026-01-21,PROD-00135,2,cancelled,Credit Card,277.18
ORD-00002315,CUST-000342,2025-07-21,PROD-00014,1,pending,Credit Card,1606.95
ORD-00002316,CUST-000470,2025-09-15,PROD-00102,2,pending,Credit Card,1324.05
ORD-00002317,CUST-000206,2025-10-10,PROD-00045,3,pending,Credit Card,385.5
ORD-00002318,CUST-000879,2025-11-05,PROD-00053,4,completed,Debit Card,504.57
ORD-00002319,CUST-000702,2025-06-04,PROD-00143,3,completed,PayPal,335.47
ORD-00002320,CUST-000103,2025-12-29,PROD-00121,5,cancelled,PayPal,1403.58
ORD-00002321,CUST-000935,2025-05-24,PROD-00121,4,pending,Debit Card,500.63
ORD-00002322,CUST-000939,2025-04-04,PROD-00025,4,completed,PayPal,1530.83
ORD-00002323,CUST-000137,2026-02-03,PROD-00103,3,pending,Debit Card,1466.14
ORD-00002324,CUST-000435,2026-01-20,PROD-00153,4,cancelled,Credit Card,706.8
ORD-00002325,CUST-000686,2025-03-29,PROD-00190,5,completed,Credit Card,1773.46
ORD-00002326,CUST-000183,2025-03-08,PROD-00197,2,pending,PayPal,692.9
ORD-00002327,CUST-000843,2026-01-10,PROD-00001,5,cancelled,PayPal,1830.88
ORD-00002328,CUST-000662,2025-08-14,PROD-00059,2,pending,Credit Card,107.61
ORD-00002329,CUST-000310,2025-08-15,PROD-00112,1,pending,PayPal,1315.01
ORD-00002330,CUST-000436,2025-11-29,PROD-00039,3,pending,PayPal,1357.04
ORD-00002331,CUST-000493,2025-09-24,PROD-00009,3,pending,Credit Card,343.81
ORD-00002332,CUST-000699,2026-02-18,PROD-00133,1,pending,Credit Card,705.65
ORD-00002333,CUST-000751,2025-07-04,PROD-00026,4,completed,Credit Card,651.67
ORD-00002334,CUST-000589,2025-08-02,PROD-00130,4,cancelled,PayPal,42.95
ORD-00002335,CUST-000670,2025-09-19,PROD-00172,4,pending,Credit Card,619.85
ORD-00002336,CUST-000265,2025-08-04,PROD-00190,1,cancelled,PayPal,1014.08
ORD-00002337,CUST-000800,2025-03-01,PROD-00122,3,cancelled,PayPal,241.11
ORD-00002338,CUST-000184,2025-08-20,PROD-00109,5,pending,Debit Card,178.42
ORD-00002339,CUST-000008,2025-10-25,PROD-00087,5,pending,Credit Card,1039.49
ORD-00002340,CUST-000630,2025-06-27,PROD-00187,4,pending,Credit Card,940.23
ORD-00002341,CUST-000041,2025-06-26,PROD-00032,4,pending,PayPal,119.15
ORD-00002342,CUST-000614,2025-03-25,PROD-00176,3,pending,PayPal,688.17
ORD-00002343,CUST-000304,2025-07-07,PROD-00197,1,cancelled,PayPal,373.88
ORD-00002344,CUST-000366,2025-04-27,PROD-00107,1,pending,PayPal,609.41
ORD-00002345,CUST-000037,2025-10-08,PROD-00153,1,pending,Debit Card,92.49
ORD-00002346,CUST-000757,2025-10-27,PROD-00102,2,completed,Credit Card,1079.27
ORD-00002347,CUST-000130,2026-01-23,PROD-00187,2,cancelled,PayPal,873.58
ORD-00002348,CUST-000282,2025-04-03,PROD-00089,4,cancelled,Debit Card,503.32
ORD-00002349,CUST-000846,2026-01-30,PROD-00188,5,cancelled,PayPal,100.47
ORD-00002350,CUST-000335,2026-02-08,PROD-00096,1,completed,Debit Card,1954.15
ORD-00002351,CUST-000654,2025-05-05,PROD-00026,4,cancelled,Debit Card,175.95
ORD-00002352,CUST-000950,2025-10-12,PROD-00164,3,pending,PayPal,64.32
ORD-00002353,CUST-000974,2025-06-08,PROD-00192,3,cancelled,Debit Card,1490.52
ORD-00002354,CUST-000082,2025-12-09,PROD-00111,1,completed,Debit Card,536.73
ORD-00002355,CUST-000311,2025-12-06,PROD-00158,5,cancelled,Credit Card,1394.63
ORD-00002356,CUST-000051,2025-07-01,PROD-00096,5,pending,Credit Card,1526.22
ORD-00002357,CUST-000448,2026-02-16,PROD-00071,2,pending,Debit Card,1349.45
ORD-00002358,CUST-000620,2025-08-22,PROD-00103,2,cancelled,PayPal,559.91
ORD-00002359,CUST-000417,2025-10-07,PROD-00054,1,pending,Debit Card,276.94
ORD-00002360,CUST-000274,2025-09-26,PROD-00119,5,cancelled,PayPal,212.35
ORD-00002361,CUST-000231,2026-02-19,PROD-00005,3,completed,Credit Card,1230.54
ORD-00002362,CUST-000746,2025-07-05,PROD-00183,5,pending,Debit Card,853.11
ORD-00002363,CUST-000610,2025-05-25,PROD-00085,5,pending,PayPal,1861.15
ORD-00002364,CUST-000013,2025-08-28,PROD-00088,3,pending,PayPal,1648.8
ORD-00002365,CUST-000156,2026-02-16,PROD-00119,4,completed,Debit Card,1401.5
ORD-00002366,CUST-000690,2026-01-18,PROD-00100,3,pending,Credit Card,1328.18
ORD-00002367,CUST-000586,2025-03-02,PROD-00021,4,cancelled,PayPal,184.52
ORD-00002368,CUST-000766,2025-06-18,PROD-00136,3,pending,PayPal,1506.7
ORD-00002369,CUST-000463,2025-04-24,PROD-00173,4,completed,Credit Card,1257.23
ORD-00002370,CUST-000171,2025-10-17,PROD-00160,3,cancelled,PayPal,842.48
ORD-00002371,CUST-000784,2025-11-05,PROD-00006,3,cancelled,Debit Card,991.7
ORD-00002372,CUST-000241,2025-05-29,PROD-00097,5,completed,PayPal,1222.1
ORD-00002373,CUST-000871,2026-02-21,PROD-00032,1,pending,Credit Card,438.38
ORD-00002374,CUST-000114,2025-06-25,PROD-00147,3,completed,Credit Card,1538.41
ORD-00002375,CUST-000753,2025-06-01,PROD-00103,5,pending,PayPal,1507.54
ORD-00002376,CUST-000429,2026-02-21,PROD-00154,3,pending,PayPal,1267.95
ORD-00002377,CUST-000681,2025-10-20,PROD-00176,3,cancelled,Debit Card,1074.37
ORD-00002378,CUST-000231,2025-10-21,PROD-00104,4,pending,PayPal,1655.75
ORD-00002379,CUST-000461,2025-06-23,PROD-00041,2,pending,PayPal,26.61
ORD-00002380,CUST-000850,2025-03-05,PROD-00086,4,cancelled,Credit Card,1373.04
ORD-00002381,CUST-000101,2026-01-07,PROD-00099,5,cancelled,PayPal,1949.01
ORD-00002382,CUST-000421,2026-01-27,PROD-00049,1,cancelled,Credit Card,294.37
ORD-00002383,CUST-000635,2025-02-25,PROD-00129,1,cancelled,Debit Card,1469.65
ORD-00002384,CUST-000969,2025-09-19,PROD-00006,3,cancelled,Credit Card,349.59
ORD-00002385,CUST-000641,2025-06-12,PROD-00121,1,pending,Credit Card,1491.07
ORD-00002386,CUST-000905,2025-05-06,PROD-00168,4,cancelled,Debit Card,1729.61
ORD-00002387,CUST-000871,2025-08-13,PROD-00042,4,pending,Debit Card,1751.81
ORD-00002388,CUST-000180,2025-07-14,PROD-00121,2,pending,Credit Card,600.1
ORD-00002389,CUST-000916,2025-11-03,PROD-00008,2,cancelled,PayPal,929.2
ORD-00002390,CUST-000701,2025-05-31,PROD-00155,4,completed,Credit Card,1946.15
ORD-00002391,CUST-000513,2025-07-09,PROD-00165,1,cancelled,PayPal,1746.73
ORD-00002392,CUST-000931,2025-07-06,PROD-00041,2,pending,Debit Card,1925.7
ORD-00002393,CUST-000008,2025-08-28,PROD-00192,1,cancelled,Debit Card,824.57
ORD-00002394,CUST-000533,2026-02-20,PROD-00121,4,completed,PayPal,1916.0
ORD-00002395,CUST-000905,2025-07-27,PROD-00184,5,completed,Debit Card,1557.66
ORD-00002396,CUST-000663,2025-11-07,PROD-00137,1,pending,PayPal,1658.95
ORD-00002397,CUST-000062,2025-04-11,PROD-00075,4,cancelled,Credit Card,739.48
ORD-00002398,CUST-000734,2025-06-28,PROD-00131,4,pending,Credit Card,225.17
ORD-00002399,CUST-000868,2025-05-28,PROD-00068,5,completed,Debit Card,354.53
ORD-00002400,CUST-000423,2025-05-03,PROD-00169,3,completed,Credit Card,1595.2
ORD-00002401,CUST-000216,2025-06-05,PROD-00068,1,pending,Debit Card,1393.56
ORD-00002402,CUST-000470,2025-03-24,PROD-00182,4,completed,PayPal,698.04
ORD-00002403,CUST-000706,2025-08-05,PROD-00114,3,pending,Debit Card,530.69
ORD-00002404,CUST-000282,2025-10-25,PROD-00153,1,completed,Credit Card,1053.12
ORD-00002405,CUST-000027,2025-12-13,PROD-00057,3,cancelled,PayPal,1433.33
ORD-00002406,CUST-000315,2026-01-22,PROD-00184,2,cancelled,Debit Card,623.39
ORD-00002407,CUST-000731,2026-01-03,PROD-00113,3,completed,Debit Card,1614.29
ORD-00002408,CUST-000132,2026-01-15,PROD-00038,5,pending,PayPal,529.47
ORD-00002409,CUST-000234,2025-03-02,PROD-00008,2,cancelled,PayPal,313.76
ORD-00002410,CUST-000013,2025-04-10,PROD-00067,3,cancelled,Debit Card,1496.01
ORD-00002411,CUST-000530,2025-11-27,PROD-00104,4,cancelled,Credit Card,1945.36
ORD-00002412,CUST-000660,2025-05-21,PROD-00040,5,cancelled,PayPal,1056.21
ORD-00002413,CUST-000388,2025-04-27,PROD-00125,2,cancelled,PayPal,367.27
ORD-00002414,CUST-000919,2025-03-17,PROD-00098,1,cancelled,Credit Card,697.89
ORD-00002415,CUST-000317,2025-09-19,PROD-00053,2,completed,PayPal,1225.11
ORD-00002416,CUST-000747,2025-05-19,PROD-00031,2,pending,PayPal,929.46
ORD-00002417,CUST-000935,2025-03-25,PROD-00164,1,cancelled,Debit Card,1798.31
ORD-00002418,CUST-000760,2025-03-21,PROD-00052,3,cancelled,Credit Card,809.01
ORD-00002419,CUST-000102,2025-11-13,PROD-00085,5,completed,PayPal,1115.5
ORD-00002420,CUST-000548,2025-11-18,PROD-00190,5,completed,Credit Card,904.33
ORD-00002421,CUST-000536,2025-06-26,PROD-00064,2,pending,Debit Card,381.72
ORD-00002422,CUST-000959,2026-01-20,PROD-00167,2,completed,Debit Card,1440.41
ORD-00002423,CUST-000182,2025-03-19,PROD-00011,5,pending,Debit Card,569.4
ORD-00002424,CUST-000761,2025-09-23,PROD-00049,1,completed,Debit Card,619.47
ORD-00002425,CUST-000213,2026-02-10,PROD-00059,2,cancelled,Debit Card,965.02
ORD-00002426,CUST-000101,2026-02-11,PROD-00138,1,pending,Debit Card,164.65
ORD-00002427,CUST-000490,2025-10-10,PROD-00030,4,completed,PayPal,410.84
ORD-00002428,CUST-000556,2025-06-23,PROD-00151,2,cancelled,PayPal,613.92
ORD-00002429,CUST-000010,2025-10-23,PROD-00149,4,completed,Debit Card,1775.3
ORD-00002430,CUST-000797,2025-10-04,PROD-00165,2,cancelled,Debit Card,1236.54
